Photo ID,Player,Set,Tags,Raw URL,Processed URL
52512812080,Steve Olin,1989 ProCards Colorado Springs,(MILB/BAS/BLUEINK),https://www.flickr.com/photos/90414144@N05/52512812080,"[URL=""https://www.flickr.com/photos/tkraft24/52512812080""] photo[/URL]"
53886682001,Steve Olin,1989 ProCards Colorado Springs,(MILB/BAS/BLUEINK),https://www.flickr.com/photos/90414144@N05/53886682001,"[URL=""https://www.flickr.com/photos/tkraft24/53886682001""] photo[/URL]"
53886682031,Steve Olin,1989 ProCards Colorado Springs,(MILB/BAS/BLACKINK),https://www.flickr.com/photos/90414144@N05/53886682031,"[URL=""https://www.flickr.com/photos/tkraft24/53886682031""] photo[/URL]"
52513145133,Albert Belle,1989 Score Rookie/Traded,(BAS/BLUEINK/INSCRIPTION),https://www.flickr.com/photos/90414144@N05/52513145133,"[URL=""https://www.flickr.com/photos/tkraft24/52513145133""] photo[/URL]"
52691123017,Albert Belle,1989 Score Rookie/Traded,(BAS/BLACKINK),https://www.flickr.com/photos/90414144@N05/52691123017,"[URL=""https://www.flickr.com/photos/tkraft24/52691123017""] photo[/URL]"
52512867539,Joey (Albert) Belle,1989 Score Rookie/Traded,(BAS/BLUEINK),https://www.flickr.com/photos/90414144@N05/52512867539,"[URL=""https://www.flickr.com/photos/tkraft24/52512867539""] photo[/URL]"
53525708071,Albert Belle,1990 Bowman,(BAS/BLACKINK/INSCRIPTION),https://www.flickr.com/photos/90414144@N05/53525708071,"[URL=""https://www.flickr.com/photos/tkraft24/53525708071""] photo[/URL]"
53885465927,Joey (Albert) Belle,1990 Bowman,(BAS/BLACKINK),https://www.flickr.com/photos/90414144@N05/53885465927,"[URL=""https://www.flickr.com/photos/tkraft24/53885465927""] photo[/URL]"
52512334816,Steve Olin,1990 Bowman,(BAS/BLACKINK),https://www.flickr.com/photos/90414144@N05/52512334816,"[URL=""https://www.flickr.com/photos/tkraft24/52512334816""] photo[/URL]"
53886682026,Steve Olin,1990 Bowman,(BAS/BLUEINK),https://www.flickr.com/photos/90414144@N05/53886682026,"[URL=""https://www.flickr.com/photos/tkraft24/53886682026""] photo[/URL]"
53886711389,Joey (Albert) Belle,1990 Classic Blue,(BAS/BLACKINK),https://www.flickr.com/photos/90414144@N05/53886711389,"[URL=""https://www.flickr.com/photos/tkraft24/53886711389""] photo[/URL]"
52512867404,Joey (Albert) Belle,1990 Donruss,(BAS/INSCRIPTION/BLUEINK),https://www.flickr.com/photos/90414144@N05/52512867404,"[URL=""https://www.flickr.com/photos/tkraft24/52512867404""] photo[/URL]"
